ID,symmetry,seq_length
2d6y_A,C2,404
2d73_A,C2,1476
2d7v_A,C2,324
2d8d_A,C2,180
2db7_A,C2,128
2dbs_A,C2,180
2dc0_A,C2,868
2dc1_A,C2,472
2dc4_A,C2,330
2dc5_A,C2,462
2dcj_A,C2,708
2ddm_A,C2,566
2dfj_A,C2,560
2dg6_A,C2,444
2di3_A,C2,478
2dkh_A,C2,1278
2dkj_A,C2,814
2dkn_A,C2,510
2dlb_A,C2,160
2dm9_A,C2,396
2dou_A,C2,752
2dp9_A,C2,248
2dpl_A,C2,616
2dpn_A,C2,990
2dq0_A,C2,910
2dqa_A,C2,248
2dql_A,C2,230
2dqw_A,C2,588
2dr1_A,C2,772
2ds5_A,C2,102
2dsc_A,C2,424
2dsj_A,C2,846
2dsk_A,C2,622
2dst_A,C2,262
2dt9_A,C2,334
2dtc_A,C2,252
2du9_A,C2,258
2dvk_A,C2,376
2dx8_A,C2,134
2dxq_A,C2,300
2dxu_A,C2,470
2dy0_A,C2,380
2dzd_A,C2,922
2e0t_A,C2,302
2e12_A,C2,202
2e18_A,C2,514
2e1n_A,C2,276
2e2c_A,C2,312
2e47_A,C2,312
2e7u_A,C2,848
2eb0_A,C2,614
2ebe_A,C2,212
2eby_A,C2,226
2ef8_A,C2,168
2efl_A,C2,610
2efv_A,C2,184
2ess_A,C2,496
2f42_A,C2,358
2f6u_A,C2,468
2f96_A,C2,448
2fbl_A,C2,306
2fiu_A,C2,198
2fl4_A,C2,298
2fpn_A,C2,432
2e5y_A,C2,266
2e85_A,C2,318
2e9y_A,C2,632
2eav_A,C2,330
2eay_A,C2,466
2ebb_A,C2,202
2een_A,C2,366
2efj_A,C2,768
2efk_A,C2,602
2egv_A,C2,458
2eh3_A,C2,358
2eh6_A,C2,750
2ehp_A,C2,252
2eix_A,C2,486
2ej8_A,C2,320
2eja_A,C2,676
2ekl_A,C2,626
2el7_A,C2,674
2eo4_A,C2,298
2epj_A,C2,868
2eq6_A,C2,928
2esr_A,C2,354
2etx_A,C2,418
2euc_A,C2,260
2ev1_A,C2,444
2evr_A,C2,492
2ew2_A,C2,632
2ewt_A,C2,142
2ex2_A,C2,916
2exu_A,C2,400
2f07_A,C2,394
2f1l_A,C2,374
2f1r_A,C2,342
2f22_A,C2,288
2f3x_A,C2,314
2f4z_A,C2,386
2f5j_A,C2,362
2f5t_X,C2,466
2f7t_A,C2,454
2f7v_A,C2,738
2f8m_A,C2,488
2f9h_A,C2,258
2fa1_A,C2,320
2fa5_A,C2,324
2fb0_A,C2,188
2fb9_A,C2,644
2fbi_A,C2,284
2fbn_A,C2,396
2fbq_A,C2,470
2fca_A,C2,426
2fck_A,C2,362
2fco_A,C2,400
2fd5_A,C2,360
2fdo_A,C2,188
2fe1_A,C2,312
2fe3_A,C2,290
2ffs_A,C2,314
2fgc_A,C2,386
2fgs_A,C2,358
2fgy_A,C2,1084
2fh9_A,C2,548
2fhq_A,C2,282
2fml_A,C2,546
2fn0_A,C2,874
2fpr_A,C2,352
2fq1_A,C2,574
2fq4_A,C2,384
2fre_A,C2,400
2frh_A,C2,254
2fsd_A,C2,284
2fsw_A,C2,214
2ftr_A,C2,216
2fuk_A,C2,440
2fur_A,C2,418
2fxm_A,C2,258
2fxq_A,C2,528
2fxv_A,C2,388
2fyf_A,C2,796
2fyq_A,C2,388
2fyx_A,C2,286
2fzf_A,C2,350
2fzt_A,C2,158
2g0i_A,C2,290
2g1u_A,C2,310
2g36_A,C2,680
2g39_A,C2,994
2g3a_A,C2,304
2g3b_A,C2,416
2g3p_A,C2,450
2g40_A,C2,448
2g59_A,C2,594
2g5g_X,C2,536
2g7g_A,C2,426
2g7l_A,C2,486
2g7s_A,C2,388
2g84_A,C2,394
2g8y_A,C2,770
2g9w_A,C2,276
2g9z_A,C2,696
2ga1_A,C2,212
2gak_A,C2,782
2gan_A,C2,380
2gau_A,C2,464
2gd9_A,C2,378
2gdz_A,C2,534
2ged_A,C2,386
2gen_A,C2,394
2gfn_A,C2,418
2ghv_C,C2,406
2gi3_A,C2,952
2gi7_A,C2,368
2gjg_A,C2,496
2gk4_A,C2,464
2gks_A,C2,1092
2glz_A,C2,306
2gom_A,C2,122
2gop_A,C2,694
2gpc_A,C2,388
2gpy_A,C2,466
2guh_A,C2,428
2guj_A,C2,310
2gup_A,C2,584
2gv8_A,C2,894
2gw1_A,C2,1028
2gwg_A,C2,700
2gxq_A,C2,414
2gyq_A,C2,346
2h09_A,C2,310
2h29_A,C2,378
2h2b_A,C2,214
2h2n_A,C2,678
2h2w_A,C2,624
2h3g_X,C2,536
2h84_A,C2,748
2fvu_A,C2,444
2g8l_A,C2,598
2ge7_A,C2,216
2gex_A,C2,304
2gff_A,C2,212
2gfp_A,C2,750
2giy_A,C2,382
2go8_A,C2,244
2gs9_A,C2,422
2gu9_A,C2,226
2h0u_A,C2,434
2h1t_A,C2,376
2h8g_A,C2,534
2h8k_A,C2,612
2h8o_A,C2,670
2h98_A,C2,626
2h9u_A,C2,204
2ha8_A,C2,368
2hah_A,C2,232
2hbo_A,C2,316
2hci_A,C2,138
2he0_A,C2,506
2hf8_A,C2,452
2hft_A,C2,436
2hh6_A,C2,226
2hin_A,C2,142
2hiq_A,C2,226
2hjh_A,C2,708
2hjn_A,C2,472
2hjs_A,C2,680
2hkn_A,C2,194
2hku_A,C2,430
2hkv_A,C2,298
2hlj_A,C2,314
2hma_A,C2,752
2hn1_A,C2,532
2ho1_A,C2,504
2ho5_A,C2,650
2hp3_A,C2,892
2hq9_A,C2,298
2hqv_A,C2,390
2hqy_A,C2,610
2hrz_A,C2,684
2hs1_A,C2,198
2htd_A,C2,280
2hti_A,C2,370
2huf_A,C2,786
2huh_A,C2,294
2hwg_A,C2,1150
2hxi_A,C2,482
2hxo_A,C2,474
2hxr_A,C2,476
2hxt_A,C2,882
2hxv_A,C2,720
2hxw_A,C2,474
2hyd_A,C2,1156
2hyj_A,C2,400
2hyt_A,C2,394
2hz6_A,C2,738
2hzg_A,C2,802
2i02_A,C2,296
2i10_A,C2,404
2i2o_A,C2,448
2i33_A,C2,516
2i3d_A,C2,498
2i46_A,C2,322
2i5e_A,C2,422
2i5g_A,C2,650
2i5p_O,C2,684
2i6h_A,C2,414
2i76_A,C2,552
2i7a_A,C2,348
2i7g_A,C2,752
2i7r_A,C2,236
2i87_A,C2,728
2i8b_A,C2,304
2i8d_A,C2,246
2i9i_A,C2,508
2i9x_A,C2,174
2ia0_A,C2,342
2ia1_A,C2,356
2iai_A,C2,460
2ibd_A,C2,408
2ibp_A,C2,818
2id6_A,C2,404
2if5_A,C2,240
2ifx_A,C2,228
2ig6_A,C2,300
2ihy_A,C2,558
2iii_A,C2,270
2ijl_A,C2,270
2ikc_A,C2,1190
2ikk_A,C2,346
2iks_A,C2,586
2hgs_A,C2,948
2hng_A,C2,254
2hnl_A,C2,450
2hoq_A,C2,482
2hun_A,C2,672
2i51_A,C2,390
2i9u_A,C2,878
2idl_A,C2,234
2imz_A,C2,336
2j6b_A,C2,218
2j80_A,C2,270
2ncd_A,C2,840
2no2_A,C2,214
2nrh_A,C2,438
2ims_A,C2,342
2in5_A,C2,414
2inb_A,C2,280
2inr_A,C2,1028
2ip2_A,C2,668
2ipr_A,C2,266
2iqt_A,C2,592
2ism_A,C2,704
2isn_A,C2,728
2isy_A,C2,314
2iu4_A,C2,672
2iu5_A,C2,390
2iut_A,C2,1148
2iuw_A,C2,476
2ivy_A,C2,202
2iwq_A,C2,246
2ixa_A,C2,888
2ixe_A,C2,542
2iy2_A,C2,144
2iyc_A,C2,452
2iyj_A,C2,150
2j0w_A,C2,898
2j1d_G,C2,966
2j1p_A,C2,586
2j5b_A,C2,696
2j67_A,C2,356
2j68_A,C2,1390
2j6g_A,C2,532
2j6h_A,C2,1216
2j6z_A,C2,222
2j7j_A,C2,170
2j82_A,C2,480
2j85_A,C2,244
2j8z_A,C2,708
2j97_A,C2,218
2j9q_A,C2,656
2ja9_A,C2,350
2jaa_A,C2,424
2jae_A,C2,978
2jaq_A,C2,410
2jax_A,C2,610
2jbx_A,C2,290
2jd3_A,C2,260
2je2_A,C2,372
2jfq_A,C2,572
2jg5_A,C2,612
2jgq_A,C2,466
2jis_A,C2,1030
2jj7_A,C2,372
2jk1_A,C2,278
2jku_A,C2,188
2jl1_A,C2,574
2jlj_A,C2,288
2nlv_A,C2,224
2nn3_C,C2,620
2nog_A,C2,346
2np3_A,C2,424
2nr4_A,C2,426
2nrk_A,C2,346
2ns9_A,C2,314
2nul_A,C2,328
2nv4_A,C2,294
2nvm_A,C2,252
2nvn_A,C2,244
2nwu_A,C2,310
2nwv_A,C2,228
2nx8_A,C2,358
2nx9_A,C2,928
2nyc_A,C2,288
2o4c_A,C2,760
2obb_A,C2,284
2ogi_A,C2,392
2olp_A,C2,304
2ond_A,C2,616
2oo2_A,C2,172
2ooi_A,C2,324
2ozv_A,C2,520
2p12_A,C2,352
2nyi_A,C2,390
2nys_A,C2,352
2nz5_A,C2,826
2nz7_A,C2,196
2o03_A,C2,262
2o08_A,C2,376
2o0r_A,C2,822
2o1b_A,C2,808
2o1u_A,C2,1332
2o1z_A,C2,622
2o2e_A,C2,844
2o2k_A,C2,710
2o38_A,C2,240
2o3a_A,C2,356
2o4t_A,C2,200
2o5a_A,C2,250
2o5h_A,C2,272
2o5n_A,C2,638
2o6x_A,C2,620
2o7g_A,C2,224
2o7m_A,C2,312
2o7t_A,C2,398
2o8i_A,C2,330
2o8p_A,C2,454
2o8r_A,C2,1410
2o96_A,C2,356
2oa2_A,C2,296
2oai_A,C2,188
2ob3_A,C2,660
2ob5_A,C2,306
2ocz_A,C2,462
2od0_A,C2,210
2od4_A,C2,202
2oda_A,C2,392
2odm_A,C2,182
2oer_A,C2,428
2oez_A,C2,494
2of7_A,C2,520
2ofy_A,C2,172
2oh3_A,C2,334
2ohc_A,C2,578
2oi2_A,C2,584
2oi8_A,C2,432
2oku_A,C2,262
2ol5_A,C2,404
2olj_A,C2,526
2olm_A,C2,280
2om6_A,C2,470
2omd_A,C2,308
2omk_A,C2,462
2onf_A,C2,280
2ong_A,C2,1086
2ood_A,C2,950
2ooe_A,C2,1060
2ooj_A,C2,282
2ook_A,C2,254
2opt_A,C2,468
2oqo_A,C2,400
2oqr_A,C2,460
2or2_A,C2,592
2ord_A,C2,794
2otn_A,C2,616
2otp_A,C2,392
2ou3_A,C2,322
2ou5_A,C2,350
2ou6_A,C2,380
2oux_A,C2,572
2ov8_A,C2,576
2owl_A,C2,606
2owy_A,C2,612
2oxl_A,C2,128
2oyc_A,C2,612
2oyn_A,C2,292
2oze_A,C2,596
2ozh_A,C2,284
2p08_A,C2,230
2p09_A,C2,162
2p0s_A,C2,286
2p11_A,C2,462
2p13_A,C2,180
2p25_A,C2,252
2p4w_A,C2,404
2p53_A,C2,764
2p7n_A,C2,814
2pl2_A,C2,434
2plj_A,C2,838
2pln_A,C2,274
2pn1_A,C2,662
2pqv_A,C2,308
2q0x_A,C2,670
2q20_A,C2,218
2q3a_A,C2,240
2p1a_A,C2,308
2p1j_A,C2,372
2p2s_A,C2,672
2p2w_A,C2,734
2p35_A,C2,518
2p3e_A,C2,840
2p3y_A,C2,982
2p4g_A,C2,540
2p4p_A,C2,172
2p62_A,C2,482
2p64_A,C2,104
2p67_A,C2,682
2p6p_A,C2,768
2p7j_A,C2,574
2p84_A,C2,290
2p8j_A,C2,418
2p8u_A,C2,956
2pa7_A,C2,282
2pcj_A,C2,448
2peb_A,C2,244
2pex_A,C2,306
2pfc_A,C2,366
2pfi_A,C2,328
2pfw_A,C2,232
2pg3_A,C2,464
2ph0_A,C2,348
2ph5_A,C2,960
2pid_A,C2,712
2pif_A,C2,552
2pij_A,C2,134
2pjs_A,C2,238
2pk3_A,C2,642
2pk7_A,C2,138
2pk8_A,C2,206
2pke_A,C2,502
2pl5_A,C2,732
2plr_A,C2,426
2pml_X,C2,696
2pn2_A,C2,310
2po3_A,C2,848
2pok_A,C2,962
2ppi_A,C2,288
2ppq_A,C2,644
2ppv_A,C2,664
2pq7_A,C2,440
2pr8_A,C2,392
2prv_A,C2,306
2prx_A,C2,320
2psg_A,C2,740
2ptf_A,C2,466
2puz_A,C2,838
2pv7_A,C2,596
2pvp_A,C2,734
2pvq_A,C2,402
2pw6_A,C2,542
2px7_A,C2,472
2pyt_A,C2,266
2pyw_A,C2,840
2pz0_A,C2,504
2pz9_A,C2,452
2pzd_A,C2,226
2q03_A,C2,276
2q0y_A,C2,306
2q12_A,C2,530
2q13_A,C2,770
2q2f_A,C2,178
2q2i_A,C2,232
2q37_A,C2,362
2q3x_A,C2,342
2q79_A,C2,186
2qgs_A,C2,450
2qgy_A,C2,782
2qib_A,C2,462
2qjd_A,C2,220
2qrr_A,C2,202
2qv2_A,C2,684
2qyb_A,C2,362
2r2c_A,C2,366
2r6z_A,C2,516
2rdp_A,C2,300
2q7b_A,C2,362
2q7v_A,C2,650
2q7x_A,C2,652
2q82_A,C2,258
2q8o_A,C2,272
2q8v_A,C2,126
2q8x_A,C2,662
2q9k_A,C2,302
2q9r_A,C2,400
2qa1_A,C2,1000
2qai_A,C2,222
2qbu_A,C2,464
2qcq_A,C2,220
2qdq_A,C2,100
2qe9_A,C2,356
2qec_A,C2,408
2qf9_A,C2,358
2qgh_A,C2,850
2qh0_A,C2,276
2qh9_A,C2,368
2qhq_A,C2,250
2qip_A,C2,330
2qiw_A,C2,510
2qj2_A,C2,368
2qj8_A,C2,664
2qjf_A,C2,810
2qjt_A,C2,704
2ql8_A,C2,286
2qma_A,C2,994
2qmm_A,C2,394
2qne_A,C2,990
2qni_A,C2,438
2qnl_A,C2,324
2qnr_A,C2,602
2qnt_A,C2,282
2qnu_A,C2,452
2qq9_A,C2,452
2qqz_A,C2,252
2qr4_A,C2,1174
2qrz_A,C2,378
2qsi_A,C2,274
2qsw_A,C2,200
2qsx_A,C2,436
2qu7_A,C2,576
2qud_A,C2,250
2quf_A,C2,464
2qwv_A,C2,416
2qx0_A,C2,318
2qxl_A,C2,1316
2qyp_A,C2,182
2qyv_A,C2,974
2qyz_A,C2,278
2qzt_A,C2,222
2r01_A,C2,420
2r0x_A,C2,316
2r14_A,C2,754
2r15_A,C2,424
2r18_A,C2,278
2r1i_A,C2,344
2r2o_A,C2,276
2r6o_A,C2,588
2r6v_A,C2,382
2r7h_A,C2,354
2r83_A,C2,568
2r8q_A,C2,718
2r8w_A,C2,664
2r9a_A,C2,460
2ra5_A,C2,494
2rae_A,C2,414
2ras_A,C2,424
2rb7_A,C2,728
2rbb_A,C2,282
2rbc_A,C2,686
2rcz_A,C2,162
2rdc_A,C2,306
2rde_A,C2,502
2re1_A,C2,334
2re7_A,C2,268
2rek_A,C2,398
2rgh_A,C2,1142
2rgy_A,C2,580
2ril_A,C2,198
2rio_A,C2,868
2riq_A,C2,320
2rjz_A,C2,294
2rk3_A,C2,394
2rk5_A,C2,174
2rk9_A,C2,290
2rkh_A,C2,360
2rkk_A,C2,336
2rsp_A,C2,248
2sak_A,C2,242
2sas_A,C2,370
2snw_A,C2,316
2spc_A,C2,214
2uuq_A,C2,828
2uuz_A,C2,198
2uv4_A,C2,304
2uvk_A,C2,714
2uvl_A,C2,192
2uye_A,C2,614
2v03_A,C2,606
2v0p_A,C2,468
2v0x_A,C2,470
2v24_A,C2,416
2v27_A,C2,550
2v3t_A,C2,530
2v40_A,C2,918
2v42_A,C2,606
2v54_A,C2,408
2v5y_A,C2,1462
2v6h_A,C2,216
2v6k_A,C2,428
2v7s_A,C2,430
2v8d_A,C2,948
2v9b_A,C2,92
2vaj_A,C2,186
2vbf_A,C2,1140
2vbw_A,C2,300
2vd8_A,C2,782
2veb_A,C2,390
2veq_A,C2,1130
2vez_A,C2,380
2vfa_A,C2,458
2vjp_A,C2,856
2vkw_A,C2,418
2vld_A,C2,502
2vns_A,C2,430
2voc_A,C2,224
2vok_A,C2,376
2vp8_A,C2,636
2vpk_A,C2,232
2vpq_A,C2,902
2vpt_A,C2,430
2vq2_A,C2,450
2vrn_A,C2,380
2vs0_A,C2,194
2vs4_A,C2,578
2vsd_A,C2,210
2vsg_A,C2,716
2vug_A,C2,778
2vvm_A,C2,990
2vvt_A,C2,580
2vw8_A,C2,606
2vxb_A,C2,482
2vxo_A,C2,1394
2w1r_A,C2,246
2w1v_A,C2,552
2w21_A,C2,518
2w2g_A,C2,528
2w31_A,C2,324
2w3p_A,C2,1112
2w3q_A,C2,486
2w41_A,C2,1014
2w43_A,C2,402
2w4e_A,C2,290
2w4m_A,C2,540
2w53_A,C2,438
2w57_A,C2,300
2w59_A,C2,462
2w5v_A,C2,750
2wbt_A,C2,258
2wqp_A,C2,698
2ws2_A,C2,408
2wsm_A,C2,442
2wui_A,C2,420
2wz1_A,C2,438
2wzv_A,C2,470
2x4d_A,C2,542
2x4g_A,C2,684
2x5r_A,C2,254
2w6a_A,C2,126
2w7r_A,C2,196
2w7z_A,C2,428
2w8m_A,C2,424
2w8t_A,C2,854
2w8x_A,C2,144
2w9x_A,C2,732
2wag_A,C2,440
2wb6_A,C2,260
2wc7_A,C2,976
2wcu_A,C2,298
2wcz_A,C2,278
2wfd_A,C2,504
2wfh_A,C2,386
2wfn_A,C2,556
2wj9_A,C2,362
2wjd_A,C2,494
2wk1_A,C2,564
2wkd_A,C2,238
2wm1_A,C2,672
2wmm_A,C2,324
2wns_A,C2,410
2wnt_A,C2,660
2wnw_A,C2,894
2wnx_A,C2,340
2woz_A,C2,636
2wp4_A,C2,294
2wp7_A,C2,336
2wqd_A,C2,1144
2wqf_A,C2,404
2wqh_A,C2,250
2wt9_A,C2,470
2wte_A,C2,488
2wtg_A,C2,318
2wu9_A,C2,884
2wuj_A,C2,114
2wuq_A,C2,636
2wuz_A,C2,946
2wvo_A,C2,466
2wvq_A,C2,450
2wwu_A,C2,742
2wzo_A,C2,292
2x0d_A,C2,826
2x24_A,C2,1586
2x2a_A,C2,330
2x2u_A,C2,492
2x3e_A,C2,662
2x3g_A,C2,238
2x3l_A,C2,892
2x40_A,C2,1442
2x5f_A,C2,860
2x5g_A,C2,192
2x5q_A,C2,396
2x7x_A,C2,650
2x7z_A,C2,198
2xbu_A,C2,442
2xdp_A,C2,246
2xeu_A,C2,128
2xf1_A,C2,254
2xf4_A,C2,420
2xfv_A,C2,250
2xga_A,C2,306
2xgg_A,C2,356
2xgt_A,C2,870
2xgu_A,C2,298
2xij_A,C2,1524
2xit_A,C2,588
2xkj_E,C2,1534
2xkl_A,C2,342
2xms_A,C2,562
2xot_A,C2,722
2xp1_A,C2,356
2xpl_A,C2,296
2xr4_A,C2,232
2xr7_A,C2,906
2xrh_A,C2,200
2xrm_A,C2,622
2xs6_A,C2,428
2xsq_A,C2,434
2xt2_A,C2,400
2xty_A,C2,434
2xu6_A,C2,144
2xua_A,C2,532
2xv5_A,C2,148
2xv7_A,C2,224
2xw7_A,C2,356
2xwc_A,C2,416
2xwl_A,C2,446
2xwx_A,C2,782
2xyb_A,C2,994
2xz2_A,C2,132
2xz8_A,C2,300
2y0o_A,C2,350
2y1h_A,C2,544
2y1y_A,C2,180
2y27_A,C2,874
2y2z_A,C2,534
2y3m_A,C2,350
2y3z_A,C2,718
2y43_A,C2,198
2y4d_A,C2,806
2y4j_A,C2,764
2y4r_A,C2,584
2y53_A,C2,1068
2y5w_A,C2,730
2y5y_A,C2,846
2y6u_A,C2,796
2y7i_A,C2,458
2yac_A,C2,622
2yal_A,C2,82
2yay_A,C2,542
2ybo_A,C2,588
2yc3_A,C2,456
2ycb_A,C2,1272
2ycd_A,C2,460
2ycf_A,C2,644
2yci_X,C2,542
2yd6_A,C2,424
2yd9_A,C2,608
2yf0_A,C2,1024
2yfa_A,C2,516
2ygk_A,C2,678
2ygn_A,C2,312
2ygw_A,C2,920
2yhn_A,C2,158
2yhw_A,C2,686
2ykf_A,C2,610
2ykz_A,C2,254
2ylz_A,C2,1084
2yma_A,C2,322
2ymy_A,C2,92
2yna_A,C2,612
2yq2_A,C2,674
2yr1_A,C2,514
2yrf_A,C2,748
2ysk_A,C2,290
2xhf_A,C2,342
2y6w_A,C2,354
2y78_A,C2,266
2yg5_A,C2,906
2yjg_A,C2,872
2yk4_A,C2,654
2yor_A,C2,650
2yvu_A,C2,372
2yxh_A,C2,232
2yy7_A,C2,624
2yzt_A,C2,134
2z17_A,C2,208
2z6d_A,C2,260
2z6r_A,C2,530
2zg6_A,C2,440
2zmf_A,C2,378
3a06_A,C2,752
3a6m_A,C2,354
2yut_A,C2,414
2yv3_A,C2,662
2yv9_A,C2,582
2yve_A,C2,370
2yvr_A,C2,100
2yvs_A,C2,438
2yvy_A,C2,556
2yww_A,C2,298
2yy9_A,C2,270
2yyv_A,C2,454
2yyy_A,C2,686
2yzi_A,C2,276
2z04_A,C2,730
2z0v_A,C2,480
2z0w_A,C2,192
2z1q_A,C2,1154
2z26_A,C2,694
2z2r_A,C2,584
2z51_A,C2,308
2z61_A,C2,740
2z6i_A,C2,664
2z8h_A,C2,276
2z99_A,C2,438
2zb9_A,C2,428
2zcm_A,C2,384
2zcw_A,C2,404
2zcx_A,C2,462
2ze0_A,C2,1110
2ze3_A,C2,550
2zew_A,C2,294
2zj3_A,C2,750
2zjx_A,C2,116
2znc_A,C2,516
2zo6_A,C2,508
2zsg_A,C2,718
2zsk_A,C2,452
2ztj_A,C2,764
2zug_A,C2,180
2zvb_A,C2,590
2zvy_A,C2,366
2zw2_A,C2,184
2zxh_A,C2,1274
2zxy_A,C2,174
2zz8_A,C2,482
2zzv_A,C2,722
3a04_A,C2,744
3a1c_A,C2,574
3a1i_A,C2,1042
3a2b_A,C2,796
3a2l_A,C2,618
3a36_A,C2,724
3a3d_A,C2,906
3a52_A,C2,800
3a60_A,C2,654
3a8r_A,C2,358
3a9l_A,C2,432
3aab_A,C2,246
3abh_A,C2,624
3abi_A,C2,730
3ami_A,C2,890
3auf_A,C2,458
3b73_A,C2,222
3bcv_A,C2,480
3beu_A,C2,448
3bf2_A,C2,304
3bfm_A,C2,470
3bhq_A,C2,422
3bkw_A,C2,486
3bpv_A,C2,276
3ado_A,C2,638
3agd_A,C2,912
3agx_A,C2,362
3ah7_A,C2,226
3aia_A,C2,422
3aj3_A,C2,548
3ajm_A,C2,426
3anu_A,C2,752
3aql_A,C2,830
3asa_A,C2,800
3ast_A,C2,652
3au0_A,C2,678
3aux_A,C2,742
3aw8_A,C2,738
3axb_A,C2,896
3axs_A,C2,784
3ay8_A,C2,432
3azd_A,C2,74
3b02_A,C2,390
3b09_A,C2,176
3b12_A,C2,608
3b1b_A,C2,754
3b1f_A,C2,580
3b1n_A,C2,652
3b33_A,C2,230
3b42_A,C2,270
3b46_A,C2,894
3b47_A,C2,268
3b4u_A,C2,588
3b4w_A,C2,990
3b57_A,C2,418
3b5i_A,C2,748
3b76_A,C2,236
3b7c_A,C2,244
3b7h_A,C2,156
3b81_A,C2,406
3b8x_A,C2,780
3ba1_A,C2,666
3ba3_A,C2,290
3bb8_A,C2,874
3bbd_A,C2,410
3bbj_A,C2,544
3bcw_A,C2,246
3bdf_A,C2,916
3bdr_A,C2,380
3bem_A,C2,436
3bf4_A,C2,254
3bf5_A,C2,612
3bhn_A,C2,472
3bho_A,C2,416
3bil_A,C2,696
3bj6_A,C2,304
3bja_A,C2,278
3bje_A,C2,698
3bjr_A,C2,566
3bjv_A,C2,322
3bkx_A,C2,550
3bl4_A,C2,248
3ble_A,C2,674
3bln_A,C2,286
3bm7_A,C2,230
3bmz_A,C2,398
3bn7_A,C2,240
3bni_A,C2,458
3bnk_A,C2,392
3boq_A,C2,320
3bos_A,C2,484
3bpk_A,C2,412
3bq3_A,C2,540
3bqx_A,C2,300
3bqy_A,C2,418
3bru_A,C2,444
3bs3_A,C2,152
3bt3_A,C2,296
3but_A,C2,272
3bvq_A,C2,766
3bw2_A,C2,738
3bxo_A,C2,478
3bxp_A,C2,554
3bxu_A,C2,142
3bxw_A,C2,786
3bxz_A,C2,942
3by5_A,C2,310
3bzh_A,C2,388
3c07_A,C2,546
3c0f_B,C2,182
3c0k_A,C2,792
3c12_A,C2,276
3c24_A,C2,572
3c2b_A,C2,442
3c3k_A,C2,570
3c3m_A,C2,276
3c3w_A,C2,450
3c3y_A,C2,474
3c48_A,C2,876
3c4b_A,C2,530
3c6b_A,C2,598
3c8c_A,C2,480
3c8x_A,C2,412
3c97_A,C2,280
3c9g_A,C2,284
3cai_A,C2,812
3cam_A,C2,134
3can_A,C2,364
3cax_A,C2,738
3caz_A,C2,588
3cb2_A,C2,950
3cbg_A,C2,464
3cbu_A,C2,428
3cby_A,C2,216
3ccg_A,C2,380
3ccy_A,C2,406
3cd4_A,C2,364
3cdl_A,C2,406
3cei_A,C2,426
3ceq_A,C2,566
3cgb_A,C2,960
3cgh_A,C2,1032
3chv_A,C2,568
3ci6_A,C2,342
3cih_A,C2,1478
3cio_A,C2,598
3cje_A,C2,334
3cjl_A,C2,176
3cjn_A,C2,324
3cjp_A,C2,544
3cjy_A,C2,518
3cka_A,C2,640
3cl5_A,C2,754
3clh_A,C2,686
3clk_A,C2,580
3clv_A,C2,416
3cni_A,C2,312
3co5_A,C2,286
3co8_A,C2,760
3col_A,C2,392
3cov_A,C2,602
3cp2_A,C2,1298
3cp3_A,C2,296
3cp7_A,C2,436
3cry_A,C2,376
3cs3_A,C2,554
3ct6_A,C2,262
3brq_A,C2,592
3bv4_A,C2,682
3bwv_A,C2,360
3byp_A,C2,188
3c26_A,C2,532
3c8m_A,C2,662
3cc8_A,C2,460
3chh_A,C2,672
3cjd_A,C2,396
3cnu_A,C2,232
3crn_A,C2,264
3csv_A,C2,666
3ct8_A,C2,292
3ct9_A,C2,712
3cta_A,C2,460
3ctp_A,C2,660
3ctv_A,C2,220
3ctw_B,C2,338
3cty_A,C2,638
3ctz_A,C2,1246
3cu0_A,C2,562
3cu2_A,C2,474
3cu3_A,C2,344
3cwc_A,C2,766
3cwq_A,C2,418
3cxz_A,C2,792
3cz8_A,C2,638
3czd_A,C2,630
3czp_A,C2,1000
3d00_A,C2,382
3d0c_A,C2,628
3d0f_A,C2,212
3d0j_A,C2,280
3d0s_A,C2,454
3d1c_A,C2,738
3d34_A,C2,446
3d3j_A,C2,612
3d40_A,C2,572
3d45_A,C2,1014
3d57_A,C2,532
3d5p_A,C2,288
3d72_A,C2,298
3d7a_A,C2,276
3d8b_A,C2,714
3d8u_A,C2,550
3d94_A,C2,602
3daa_A,C2,554
3dal_A,C2,392
3dcf_A,C2,436
3dcm_X,C2,384
3ddh_A,C2,468
3dee_A,C2,498
3dem_A,C2,556
3dev_A,C2,640
3dew_A,C2,412
3df8_A,C2,222
3dfu_A,C2,464
3dfz_A,C2,446
3dgz_A,C2,976
3dh9_A,C2,964
3di4_A,C2,572
3die_A,C2,212
3djb_A,C2,446
3djw_A,C2,198
3dka_A,C2,310
3dlr_A,C2,404
3dm8_A,C2,286
3dmc_A,C2,268
3dme_A,C2,738
3dmy_A,C2,960
3dn7_A,C2,388
3dnf_A,C2,594
3dnh_A,C2,516
3dnp_A,C2,580
3dnx_A,C2,306
3do5_A,C2,654
3do8_A,C2,296
3dod_A,C2,896
3dp7_A,C2,726
3dqp_A,C2,438
3dr2_A,C2,610
3dr5_A,C2,442
3drw_A,C2,948
3ds2_A,C2,172
3dsb_A,C2,314
3dsh_A,C2,492
3dsl_A,C2,838
3dsq_A,C2,576
3dtn_A,C2,468
3dtt_A,C2,490
3dui_A,C2,270
3dup_A,C2,600
3dv8_A,C2,440
3dxi_A,C2,640
3dxo_A,C2,242
3dxp_A,C2,718
3dyd_A,C2,854
3dyt_A,C2,732
3dz8_A,C2,382
3dzd_A,C2,736
3dzz_A,C2,782
